Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ladies-long-sleeve-loose-knit-sweater-jacket,Ladies Long Sleeve Loose Knit Sweater Jacket,"<p style=""text-align: left;margin:0;""><img src=""https://wxalbum-10001658.image.myqcloud.com//wxalbum/698097/20200914143148/4f28e25e6add6abd2c28a8937e49afe6.jpg""><br>
Product Details<br>
pattern: plain<br>
Thickness: moderate<br>
Yarn thickness: ordinary wool<br>
Lining composition: acrylic<br>
Lining ingredient content: 100%<br>
Sweater technology: computerized flat knitting machine<br>
Combination form: single piece<br>
Style: street<br>
Version type: loose<br>
Collar type: V-neck<br>
Sleeve type: Raglan sleeves<br>
Sleeve length: long sleeve<br>
Length: Medium length (50cm ＜length ≤65cm)</p>
",Macdilii,Sweater,Sweater,true,color,white,size,S,,,ZYF110907,0.0,shopify,0,continue,manual,29.99,49.99,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/13341726269_773816266.jpg?v=1605065693,1,,false,,Product Details pattern: plain Thickness: moderate Yarn thickness: ordinary wool Lining composition: acrylic Lining ingredient content: 100% Sweater technology,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/13341726269_773816266.jpg?v=1605065693,kg,,,active
ladies-long-sleeve-loose-knit-sweater-jacket,,,,,,,,white,,M,,,ZYF110908,0.0,shopify,0,continue,manual,29.99,49.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/13341726269_773816266.jpg?v=1605065693,kg,,,
ladies-long-sleeve-loose-knit-sweater-jacket,,,,,,,,white,,L,,,ZYF110909,0.0,shopify,0,continue,manual,29.99,49.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/13341726269_773816266.jpg?v=1605065693,kg,,,
ladies-long-sleeve-loose-knit-sweater-jacket,,,,,,,,white,,XL,,,ZYF110910,0.0,shopify,0,continue,manual,29.99,49.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/13341726269_773816266.jpg?v=1605065693,kg,,,
ladies-striped-knitted-sweater-coat,Ladies striped knitted sweater coat,"<p style=""text-align: left;margin:0;""><img src=""https://wxalbum-10001658.image.myqcloud.com//wxalbum/698097/20200914120953/4d6cdbf24c4ef74fd95bcdefc0c6832f.jpg""><br>
Product Details<br>
Pattern: stripes<br>
Thickness: thick<br>
Yarn thickness: ordinary wool<br>
Lining composition: acrylic<br>
Lining ingredient content: 100%<br>
Sweater technology: computerized flat knitting machine<br>
Combination form: single piece<br>
Style: street<br>
Version type: loose<br>
Collar type: V-neck<br>
Sleeve type: lantern sleeve<br>
Sleeve length: long sleeve<br>
Length: Medium length (50cm ＜length ≤65cm)</p>
",Macdilii,Sweater,Sweater,true,color,red,size,S,,,ZYF110912,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/0752ac16239deb50b64323fb090fcd84.png?v=1605065708,1,,false,,Product Details Pattern: stripes Thickness: thick Yarn thickness: ordinary wool Lining composition: acrylic Lining ingredient content: 100% Sweater technology:,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/0752ac16239deb50b64323fb090fcd84.png?v=1605065708,kg,,,active
ladies-striped-knitted-sweater-coat,,,,,,,,green,,S,,,ZYF110913,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/ea510135df3bab37425f2cc400682438.png?v=1605065708,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/43a9fc8ce53365217dc85f5324280e84.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,grey,,S,,,ZYF110914,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/ea06c2bf6d97c3726fa29c9fc59b53c0.jpg?v=1605065708,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/4dcde752f3590fa47257dd61c7c332c1.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,orange,,S,,,ZYF110915,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/4a1814b0d0f41926ea2bc4dfe890f275.jpg?v=1605065708,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/0de8d8ee507dda176e9a81e2b113e612.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,purple,,S,,,ZYF110916,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/43a9fc8ce53365217dc85f5324280e84.png?v=1605065708,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/a40833660df49097ce5d8c0ac6215db7.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,red,,M,,,ZYF110918,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/08c819ff36e611934d7043b8825c05a3.png?v=1605065708,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/0752ac16239deb50b64323fb090fcd84.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,green,,M,,,ZYF110919,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/0de8d8ee507dda176e9a81e2b113e612.png?v=1605065708,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/43a9fc8ce53365217dc85f5324280e84.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,grey,,M,,,ZYF110920,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/568a732d10b8bbbf4495074dd124ab0a.png?v=1605065708,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/4dcde752f3590fa47257dd61c7c332c1.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,orange,,M,,,ZYF110921,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/a40833660df49097ce5d8c0ac6215db7.png?v=1605065708,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/0de8d8ee507dda176e9a81e2b113e612.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,purple,,M,,,ZYF110922,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/92c7053975c1fe4b6acf349d7143216b.png?v=1605065708,10,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/a40833660df49097ce5d8c0ac6215db7.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,red,,L,,,ZYF110924,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/4dcde752f3590fa47257dd61c7c332c1.png?v=1605065708,11,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/0752ac16239deb50b64323fb090fcd84.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,green,,L,,,ZYF110925,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/2019b6bb323af582e7844830dad8f6d9.png?v=1605065708,12,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/43a9fc8ce53365217dc85f5324280e84.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,grey,,L,,,ZYF110926,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/4dcde752f3590fa47257dd61c7c332c1.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,orange,,L,,,ZYF110927,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/0de8d8ee507dda176e9a81e2b113e612.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,purple,,L,,,ZYF110928,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/a40833660df49097ce5d8c0ac6215db7.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,red,,XL,,,ZYF110930,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/0752ac16239deb50b64323fb090fcd84.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,green,,XL,,,ZYF110931,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/43a9fc8ce53365217dc85f5324280e84.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,grey,,XL,,,ZYF110932,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/4dcde752f3590fa47257dd61c7c332c1.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,orange,,XL,,,ZYF110933,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/0de8d8ee507dda176e9a81e2b113e612.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,purple,,XL,,,ZYF110934,0.0,shopify,0,continue,manual,38.56,58.56,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/a40833660df49097ce5d8c0ac6215db7.png?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,white,,S,,,"",0.0,shopify,0,continue,manual,38.56,58.56,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/ea06c2bf6d97c3726fa29c9fc59b53c0.jpg?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,white,,M,,,"",0.0,shopify,0,continue,manual,38.56,58.56,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/ea06c2bf6d97c3726fa29c9fc59b53c0.jpg?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,white,,L,,,"",0.0,shopify,0,continue,manual,38.56,58.56,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/ea06c2bf6d97c3726fa29c9fc59b53c0.jpg?v=1605065708,kg,,,
ladies-striped-knitted-sweater-coat,,,,,,,,white,,XL,,,"",0.0,shopify,0,continue,manual,38.56,58.56,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/ea06c2bf6d97c3726fa29c9fc59b53c0.jpg?v=1605065708,kg,,,
ladies-loose-knit-cardigan-sweater-coat,Ladies loose knit cardigan sweater coat,"<p style=""text-align: left;margin:0;""><img src=""https://wxalbum-10001658.image.myqcloud.com//wxalbum/698097/20200914114739/a61b4f0f7925c064be385db66d877016.jpg""><br>
Product Details<br>
pattern: plain<br>
Thickness: thicker<br>
Yarn thickness: ordinary wool<br>
Lining composition: acrylic<br>
Lining ingredient content: 100%<br>
Sweater technology: computerized flat knitting machine<br>
Combination form: single piece<br>
Style: street<br>
Version type: loose<br>
Collar type: round neck<br>
Sleeve type: conventional sleeve<br>
Sleeve length: long sleeve<br>
Length: Medium length (65cm ＜length≤80cm)</p>
",Macdilii,Sweater,Sweater,true,color,green,size,S,,,ZYF110935,0.0,shopify,0,continue,manual,41.85,61.85,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/38869b1b9e322c5099428527d918e0c8.jpg?v=1605065712,1,,false,,Product Details pattern: plain Thickness: thicker Yarn thickness: ordinary wool Lining composition: acrylic Lining ingredient content: 100% Sweater technology:,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/16854034699_773816266.jpg?v=1605065712,kg,,,active
ladies-loose-knit-cardigan-sweater-coat,,,,,,,,brown,,S,,,ZYF110936,0.0,shopify,0,continue,manual,41.85,61.85,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/16854034699_773816266.jpg?v=1605065712,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/38869b1b9e322c5099428527d918e0c8.jpg?v=1605065712,kg,,,
ladies-loose-knit-cardigan-sweater-coat,,,,,,,,green,,M,,,ZYF110937,0.0,shopify,0,continue,manual,41.85,61.85,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/16854034699_773816266.jpg?v=1605065712,kg,,,
ladies-loose-knit-cardigan-sweater-coat,,,,,,,,brown,,M,,,ZYF110938,0.0,shopify,0,continue,manual,41.85,61.85,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/38869b1b9e322c5099428527d918e0c8.jpg?v=1605065712,kg,,,
ladies-loose-knit-cardigan-sweater-coat,,,,,,,,green,,L,,,ZYF110939,0.0,shopify,0,continue,manual,41.85,61.85,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/16854034699_773816266.jpg?v=1605065712,kg,,,
ladies-loose-knit-cardigan-sweater-coat,,,,,,,,brown,,L,,,ZYF110940,0.0,shopify,0,continue,manual,41.85,61.85,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/38869b1b9e322c5099428527d918e0c8.jpg?v=1605065712,kg,,,
ladies-loose-knit-cardigan-sweater-coat,,,,,,,,green,,XL,,,ZYF110941,0.0,shopify,0,continue,manual,41.85,61.85,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/16854034699_773816266.jpg?v=1605065712,kg,,,
ladies-loose-knit-cardigan-sweater-coat,,,,,,,,brown,,XL,,,ZYF110942,0.0,shopify,0,continue,manual,41.85,61.85,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/38869b1b9e322c5099428527d918e0c8.jpg?v=1605065712,kg,,,
womens-loose-knit-cardigan-jacket-sweater,Ladies loose knit cardigan sweater coat,"<p style=""text-align: left;margin:0;""><img src=""https://wxalbum-10001658.image.myqcloud.com//wxalbum/698097/20200914110240/a186722d5e6ca05b69dae0c4a398de7c.jpg""><br>
Product Details<br>
pattern: plain<br>
Thickness: thicker<br>
Yarn thickness: ordinary wool<br>
Lining composition: acrylic<br>
Lining ingredient content: 100%<br>
Sweater technology: computerized flat knitting machine<br>
Combination form: single piece<br>
Style: street<br>
Version type: loose<br>
Collar type: round neck<br>
Sleeve type: conventional sleeve<br>
Sleeve length: long sleeve<br>
Length: Medium length (65cm ＜length≤80cm)</p>
",Macdilii,Sweater,Sweater,true,color,black,size,S,,,ZYF110943,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/f6fb90dd62f2968eb3405c9e2a018de3_371aa5ef-fbc0-4e35-9eca-b2306ca2716d.jpg?v=1605065721,1,,false,Women's loose knit cardigan jacket sweater,Product Details pattern: plain Thickness: thicker Yarn thickness: ordinary wool Lining composition: acrylic Lining ingredient content: 100% Sweater technology:,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/6436c1e6b969fea3618efe437177a36d.png?v=1605065721,kg,,,active
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,green,,S,,,ZYF110944,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/3a6abb5eba7525b2334278a3d0f8b384.jpg?v=1605065721,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/3a941ede92153f8f1bffa666dd8c889f.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,grey,,S,,,ZYF110945,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/6436c1e6b969fea3618efe437177a36d.png?v=1605065721,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/b5a6ea2b51c9abd875b1c59f00eb96c6.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,pink,,S,,,ZYF110946,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/836e66f0b86bace6e71c1f77b42b9c98.png?v=1605065721,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/f6fb90dd62f2968eb3405c9e2a018de3_371aa5ef-fbc0-4e35-9eca-b2306ca2716d.jpg?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,purple,,S,,,ZYF110947,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/b5a6ea2b51c9abd875b1c59f00eb96c6.png?v=1605065721,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/899971cb376734d0e9eef229309ed132.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,black,,M,,,ZYF110948,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/e548b709ccde676b15fa163d68abe09d.png?v=1605065721,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/6436c1e6b969fea3618efe437177a36d.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,green,,M,,,ZYF110949,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/899971cb376734d0e9eef229309ed132.png?v=1605065721,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/3a941ede92153f8f1bffa666dd8c889f.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,grey,,M,,,ZYF110950,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/d5d28c3e7edbe0705a9a48a9a53e5af7.png?v=1605065721,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/b5a6ea2b51c9abd875b1c59f00eb96c6.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,pink,,M,,,ZYF110951,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/3a941ede92153f8f1bffa666dd8c889f.png?v=1605065721,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/f6fb90dd62f2968eb3405c9e2a018de3_371aa5ef-fbc0-4e35-9eca-b2306ca2716d.jpg?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,purple,,M,,,ZYF110952,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/899971cb376734d0e9eef229309ed132.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,black,,L,,,ZYF110953,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/6436c1e6b969fea3618efe437177a36d.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,green,,L,,,ZYF110954,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/3a941ede92153f8f1bffa666dd8c889f.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,grey,,L,,,ZYF110955,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/b5a6ea2b51c9abd875b1c59f00eb96c6.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,pink,,L,,,ZYF110956,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/f6fb90dd62f2968eb3405c9e2a018de3_371aa5ef-fbc0-4e35-9eca-b2306ca2716d.jpg?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,purple,,L,,,ZYF110957,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/899971cb376734d0e9eef229309ed132.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,black,,XL,,,ZYF110958,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/6436c1e6b969fea3618efe437177a36d.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,green,,XL,,,ZYF110959,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/3a941ede92153f8f1bffa666dd8c889f.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,grey,,XL,,,ZYF110960,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/b5a6ea2b51c9abd875b1c59f00eb96c6.png?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,pink,,XL,,,ZYF110961,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/f6fb90dd62f2968eb3405c9e2a018de3_371aa5ef-fbc0-4e35-9eca-b2306ca2716d.jpg?v=1605065721,kg,,,
womens-loose-knit-cardigan-jacket-sweater,,,,,,,,purple,,XL,,,ZYF110962,0.0,shopify,0,continue,manual,39.52,59.99,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/899971cb376734d0e9eef229309ed132.png?v=1605065721,kg,,,
round-neck-solid-color-womens-sweater,Ladies round neck solid color sweater,"<p style=""text-align: left;margin:0;""><img src=""https://wxalbum-10001658.image.myqcloud.com//wxalbum/698097/20200911120907/39f4c9e7dff90614c95db9a8025b9e89.jpg""><br>
Product Details<br>
pattern: plain<br>
Thickness: thick<br>
Yarn thickness: ordinary wool<br>
Lining composition: acrylic<br>
Lining ingredient content: 100%<br>
Sweater Technology: Knitting<br>
Combination form: single piece<br>
Style: street<br>
Version type: loose<br>
Collar type: round neck<br>
Sleeve type: conventional sleeve<br>
Sleeve length: long sleeve<br>
Length: Medium length (50cm ＜length ≤65cm)</p>
",Macdilii,Sweater,Sweater,true,color,grey,size,S,,,ZYF109923,0.0,shopify,0,continue,manual,37.52,57.52,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/3f6c07213b6cc43a595e49e83c104305.jpg?v=1605065755,1,,false,Round neck solid color women's sweater,Product Details pattern: plain Thickness: thick Yarn thickness: ordinary wool Lining composition: acrylic Lining ingredient content: 100% Sweater Technology: K,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/20503628507_773816266.jpg?v=1605065755,kg,,,active
round-neck-solid-color-womens-sweater,,,,,,,,pink,,S,,,ZYF109924,0.0,shopify,0,continue,manual,37.52,57.52,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/20422018110_773816266.jpg?v=1605065755,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/20422018110_773816266.jpg?v=1605065755,kg,,,
round-neck-solid-color-womens-sweater,,,,,,,,apricot color,,S,,,ZYF109925,0.0,shopify,0,continue,manual,37.52,57.52,true,false,"",https://cdn.shopify.com/s/files/1/0462/3273/1803/products/20503628507_773816266.jpg?v=1605065755,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/3f6c07213b6cc43a595e49e83c104305.jpg?v=1605065755,kg,,,
round-neck-solid-color-womens-sweater,,,,,,,,grey,,M,,,ZYF109926,0.0,shopify,0,continue,manual,37.52,57.52,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/20503628507_773816266.jpg?v=1605065755,kg,,,
round-neck-solid-color-womens-sweater,,,,,,,,pink,,M,,,ZYF109927,0.0,shopify,0,continue,manual,37.52,57.52,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/20422018110_773816266.jpg?v=1605065755,kg,,,
round-neck-solid-color-womens-sweater,,,,,,,,apricot color,,M,,,ZYF109928,0.0,shopify,0,continue,manual,37.52,57.52,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/3f6c07213b6cc43a595e49e83c104305.jpg?v=1605065755,kg,,,
round-neck-solid-color-womens-sweater,,,,,,,,grey,,L,,,ZYF109929,0.0,shopify,0,continue,manual,37.52,57.52,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/20503628507_773816266.jpg?v=1605065755,kg,,,
round-neck-solid-color-womens-sweater,,,,,,,,pink,,L,,,ZYF109930,0.0,shopify,0,continue,manual,37.52,57.52,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/3273/1803/products/20422018110_773816266.jpg?v=1605065755,kg,,,
